126	62425,15969,3579,2722,205
119	37,7,0,0,0
577	2,1,0,0,0
110	20015,41884,2864,1274,112
351	160258,121791,13589,11731,1382
236	49375,4031,558,271,28
101	3040,9,4,28,97
348	39091,3095,1789,461,31
364	3370,284,95,234,139
341	357708,200361,32406,20786,1525
357	5,0,1,1,0
365	4327,2324,452,255,15
113	26960,2922,1000,2058,338
349	25,5,2,2,0
120	168,62,11,11,2
238	1483,303,93,54,3
342	187,311,26,19,4
350	1291,130,1,3,1
685	11,1,0,0,0
237	85,15,1,2,0
106	111444,23442,2371,1979,142
118	33862,4083,125,87,30
359	62314,11886,2307,1876,83
344	312145,64364,6579,3452,400
356	384,99,0,0,0
362	1,2,0,0,0
112	3874,11976,10153,10520,3776
672	8,1,2,3,0
115	30,23,9,12,6
121	30763,17648,1921,2800,251
343	9106,867,231,581,109
230	227,18,2,0,0
107	74279,52958,5353,2131,184
358	12094,467,120,170,26
122	44,4,0,1,0
345	823,307,22,17,1
455	46,1,0,0,0
363	563,79,9,12,1
114	2538,4350,1336,1443,35
355	7444,1377,207,125,20
231	1895,103,4,13,1
104	3431,2924,815,1746,1174
881	6,3,3,0,0
354	38,8,4,8,2
572	715,65,8,6,0
117	36951,3477,136,205,43
460	13,1,0,0,0
346	475,77,6,1,1
123	1,0,0,1,0
360	8565,1787,577,431,18
675	903,114,11,8,1
102	55,14,2,6,1
232	13607,1146,332,302,27
105	118558,19716,1461,819,104
124	857,467,95,77,11
578	298393,102542,18684,12205,1135
571	94,13,1,0,0
353	4856,2566,1282,1692,59
234	75,11,1,1,0
347	46171,6061,59,68,21
116	2588,2199,652,1152,1591
366	29,4,0,0,0
103	16,6,1,1,0
361	89513,71125,18583,15783,1418
676	20,0,0,0,0
233	17215,8179,2837,2699,1347
678	5537,741,96,79,17
677	142,14,0,2,2
109	137733,105000,35413,29815,3970
340	10499,5765,3749,3594,1220
125	2216,307,120,108,50
235	191795,15125,153,165,75
111	5173,744,156,165,19
352	40615,4222,959,454,33
(KYCD	=0,<=7,<=30,<=365,>365)
