BRONX,0.075183414,0.074071646,0.071349451,0.069528137,0.066759824,0.068098854,0.065250879
STATEN ISLAND,0.046048419,0.045668537,0.04438317,0.045222289,0.042626489,0.043473392,0.0413627
MANHATTAN,0.070890364,0.068965995,0.065094866,0.067053976,0.065618267,0.063616471,0.061972566
BROOKLYN,0.055435612,0.055648748,0.054914758,0.055331822,0.052714936,0.052404301,0.048933624
QUEENS,0.040601831,0.040720209,0.040119072,0.039962773,0.039991645,0.03985145,0.036516256

