119	0,2,0,2,4,8,5,5,5,12,5
577	0,0,0,0,1,0,0,0,0,1,1
117	53,8153,8913,7698,7011,6020,5607,5309,4994,4473,4451
234	0,4,11,16,21,19,15,16,2,6,1
122	0,29,30,15,9,11,4,9,8,4,3
366	0,2,5,7,1,2,2,1,9,7,9
106	150,17313,17489,16260,16760,17129,18564,19557,20397,20237,20263
123	0,0,2,0,0,0,0,0,0,0,2
578	1214,68829,65114,61004,58518,57320,54222,56988,57596,61908,61339
109	4249,46222,44654,43744,38972,38040,38838,42911,45380,44033,42067
107	291,23093,21715,20715,19440,18702,18861,19309,17418,16832,15000
116	995,1133,977,900,882,1026,965,1186,998,940,851
235	77,27982,31088,30961,32604,32925,32840,29372,24442,24314,19194
118	27,4307,4994,5271,5946,5416,5038,4972,5145,4609,4838
357	0,2,2,0,0,3,0,3,0,0,1
678	12,702,798,799,882,922,875,919,943,815,809
672	0,1,1,7,3,1,2,3,1,0,1
344	474,52147,51344,50232,50163,52655,50859,54487,53528,53746,51932
124	9,314,296,303,257,243,202,201,176,168,136
111	31,1162,1075,1009,821,857,812,721,680,1057,888
236	29,7107,7717,7657,8364,8728,8605,7121,6514,6168,5667
364	16,715,837,552,600,616,669,507,437,593,452
104	804,1522,1266,1254,1175,1352,1384,1370,1295,1204,1164
237	0,20,33,23,22,15,11,11,10,9,14
356	0,30,77,50,40,55,51,57,52,108,98
345	5,44,200,59,137,166,182,198,173,147,157
110	210,15692,13157,12469,10616,10291,9288,8068,7352,7650,7248
365	18,1012,939,997,1008,975,982,1007,1018,1017,963
125	4,339,392,404,433,368,300,320,322,448,426
105	143,23708,21780,22376,18594,19597,19777,20172,19123,16570,16913
113	327,6725,6004,5050,4700,4768,4000,3790,4193,4747,4997
230	0,23,16,27,28,19,33,47,30,39,38
346	0,76,77,58,71,86,79,92,64,69,78
355	13,1153,1276,1150,1127,1196,1200,1240,1366,1340,1278
362	0,0,0,1,1,0,0,1,0,0,0
126	237,10923,10129,10361,10749,10496,10578,11187,12178,12917,12502
348	32,5984,5521,5237,6162,6621,5821,5570,6087,5838,6259
347	32,7594,8650,8282,7690,6698,6027,6727,8234,7873,5923
363	0,51,50,53,79,110,88,105,96,107,71
354	0,15,13,14,11,10,9,8,8,5,2
112	2828,5823,6089,6667,5052,5080,5574,6061,4889,4462,4221
231	1,160,193,171,218,222,273,292,288,373,286
349	0,6,7,0,6,3,4,4,5,6,6
238	1,296,235,299,306,312,292,297,187,247,172
353	61,1303,1307,1185,1171,1310,1311,1409,1531,1702,1532
360	30,1917,1700,1656,1720,1942,1538,1570,1470,1423,1098
232	25,2001,1880,1807,2020,2244,2844,2662,2323,1456,1115
102	0,5,6,11,19,12,11,13,11,2,3
340	898,2694,2608,2926,2936,3034,3172,3501,3305,3709,3267
359	58,5615,9665,10386,11196,11153,11055,10718,10683,10294,9310
361	1407,33913,33221,31207,30921,30271,28013,27397,26943,19613,20142
675	1,153,163,149,231,157,172,141,106,86,90
455	0,7,3,5,9,5,8,5,10,5,2
460	0,2,0,1,13,0,0,0,0,0,0
341	2143,80693,79965,82979,80646,81392,81120,83140,85123,84986,80205
358	37,1996,1804,1703,2051,2288,1972,1676,1523,1520,1169
103	0,3,4,2,1,4,1,5,7,6,0
233	752,4811,4432,4285,4468,4382,4560,4308,3861,4083,4179
572	0,0,0,80,181,162,119,98,87,47,54
352	42,6786,8059,8322,8539,7728,6833,5793,4986,5146,4314
115	1,13,16,22,10,12,14,5,8,11,10
881	0,0,1,3,0,0,1,3,3,1,1
342	8,172,128,103,79,57,67,66,83,74,71
676	0,6,5,1,5,2,4,0,1,5,2
120	2,45,62,41,24,33,40,25,39,36,42
351	637,45891,48918,49224,45856,44924,42821,41007,36315,38829,38865
685	0,2,2,4,0,2,1,4,1,0,2
571	0,34,49,24,29,16,16,9,12,5,13
121	123,7578,7066,7064,6326,6027,6418,6778,7562,8750,8721
350	0,162,208,184,196,179,148,181,124,181,339
677	1,25,42,20,22,40,19,20,14,19,17
114	67,1734,1564,1845,1438,1457,1248,1254,1183,1183,1008
343	77,481,672,767,899,1279,1242,1706,1680,1763,1943
101	130,567,485,515,456,530,492,413,321,329,336
