BRONX,103120,107160,104753,103472,102831,99905,98399,95408,98182,94969
STATEN ISLAND,24254,23291,23905,21503,21448,20909,21294,20144,20576,19629
MANHATTAN,115979,117659,115888,112250,109560,104789,108955,107048,104138,101915
BROOKLYN,144818,142291,142759,137910,139697,139744,142424,137064,137337,129025
QUEENS,96705,96251,93886,90021,91033,90715,91118,92096,92553,85417
