9503,39.03870968,1578171
8126,34.71071429,1578171
9633,41.20967742,1578171
9204,52.44,1578171
9827,60.16451613,1578171
9926,68.68,1578171
10135,76.36774194,1578171
10236,75.78387097,1578171
10020,66.72333333,1578171
10334,56.40645161,1578171
9480,50.98,1578171
9555,43.73225806,1578171
9952,37.71290323,1581402
8270,28.59642857,1581402
9801,40.21612903,1581402
9213,48.68333333,1581402
10099,61.98387097,1581402
10031,69.95666667,1581402
10156,74.21290323,1581402
10334,73.61935484,1581402
10262,68.93666667,1581402
10445,62.71290323,1581402
9544,45.65333333,1581402
9552,37.1483871,1581402
9957,35.63870968,1587022
8629,35.57241379,1587022
9567,41.47419355,1587022
9168,52.05333333,1587022
9706,58.37741935,1587022
9916,72.67,1587022
9898,76.62580645,1587022
10415,73.29677419,1587022
9854,69,1587022
10226,56.01612903,1587022
9336,46.21333333,1587022
9216,38.68387097,1587022
9229,28.83870968,1583431
8372,36.025,1583431
9447,40.43225806,1583431
9187,52.12333333,1583431
9638,59.92903226,1583431
9464,66.52666667,1583431
9600,73.19677419,1583431
9909,76.17419355,1583431
9411,66.84333333,1583431
10054,55.81612903,1583431
9198,51.29333333,1583431
8741,36.65806452,1583431
9403,31.99677419,1588609
7517,32.86785714,1588609
9190,46.42258065,1588609
9117,54.75,1588609
9553,63.05483871,1588609
9343,73.94,1588609
9491,79.94516129,1588609
9443,76.00645161,1588609
9311,70.37,1588609
9915,58.50322581,1588609
9024,47.66333333,1588609
8253,33.14193548,1588609
