2012,0,0,0,0,0,0,3654,3594,3506,3497,3064,3403
2013,3017,2856,3285,3358,3841,3739,3597,3541,3565,3703,3622,3454
2014,3140,2914,3136,3417,3816,3716,3500,3484,3555,3651,3430,3495
2015,2876,2670,3396,3523,3882,3731,3845,3707,3640,4026,3546,3674


