BRONX,0.076489211,0.079140006,0.076827225,0.075183414,0.074071646
BROOKLYN,0.059445876,0.058284357,0.058023599,0.055435612,0.055648748
MANHATTAN,0.073489501,0.074401702,0.073022302,0.070890364,0.068965995
QUEENS,0.044485345,0.044205551,0.042799515,0.040601831,0.040720209
STATEN ISLAND,0.053005287,0.050672045,0.051552617,0.046048419,0.045668537
